global_step,sample_cursor,coverage_fraction,loss,grad_norm,learning_rate,processed_tokens,supervised_tokens,update_seconds,tokens_per_second,nvml_peak_bytes,allocated_peak_bytes,reserved_peak_bytes
303,4848,0.2424,1.4141782408313908,0.2713164687156677,8.87428553551445e-05,6815,5757,6.0777074447833,1121.3109650168408,31769362432,28449269248,30666653696
304,4864,0.2432,1.320277598905571,0.2717078924179077,8.866079810038027e-05,7427,6169,7.3363902061246336,1012.350732625934,31769362432,28449269248,30666653696
305,4880,0.244,1.626736063498456,0.2513599991798401,8.857848108992117e-05,7816,6673,7.012010451871902,1114.658920383307,31769362432,28449269248,30666653696
306,4896,0.2448,1.2593595551370427,0.2736373543739319,8.849590487684198e-05,7000,5816,6.290279034059495,1112.828216697166,31769362432,28449269248,30666653696
307,4912,0.2456,1.3733663458666094,0.28011250495910645,8.841307001595904e-05,7412,5943,7.232017105910927,1024.8869563571645,34486550528,28449269248,30666653696
308,4928,0.2464,1.1682730521338138,0.25721800327301025,8.832997706382643e-05,8001,6491,7.441306622233242,1075.2143952910767,36759863296,28449269248,30666653696
309,4944,0.2472,1.2093857875625953,0.2870531976222992,8.824662657873239e-05,6252,5471,5.968083298299462,1047.572509884612,36759863296,28449269248,30666653696
310,4960,0.248,1.4161159174157003,0.2665923535823822,8.816301912069543e-05,7049,5850,6.876544126309454,1025.078858002341,36789223424,28449269248,30666653696
311,4976,0.2488,1.1242635568368782,0.27021414041519165,8.807915525146065e-05,6587,5562,5.8542048572562635,1125.1741544089357,36789223424,28449269248,30666653696
312,4992,0.2496,1.4065935183337968,0.26897916197776794,8.79950355344959e-05,7281,6065,6.579086801037192,1106.6885451111773,36789223424,28449269248,30666653696
313,5008,0.2504,1.375513303757558,0.25755593180656433,8.791066053498808e-05,7111,6214,7.162219041027129,992.8487189886637,36789223424,28449269248,30666653696
314,5024,0.2512,1.1731890690158016,0.24047671258449554,8.782603081983923e-05,8117,6502,7.695454441942275,1054.7785138925897,36789223424,28449269248,30666653696
315,5040,0.252,1.369851630608419,0.2697736322879791,8.774114695766286e-05,6970,5797,6.4539197050035,1079.9638543064614,36789223424,28449269248,30666653696
316,5056,0.2528,1.3996961914071249,0.2522989809513092,8.765600951877997e-05,7448,6540,6.681631035171449,1114.6978875059788,36789223424,28449269248,30666653696
317,5072,0.2536,1.5130473652324388,0.2593103349208832,8.757061907521537e-05,7464,6352,6.853859466034919,1089.0214538230177,36789223424,28449269248,30666653696
318,5088,0.2544,1.2815329823747577,0.262472540140152,8.748497620069372e-05,7512,6054,7.116327211726457,1055.600701949391,36789223424,28449269248,30666653696
319,5104,0.2552,1.3657387438766415,0.2518198490142822,8.739908147063576e-05,7828,6694,7.32166363671422,1069.1559170714665,36789223424,28449269248,30666653696
320,5120,0.256,1.4508581491002144,0.22820627689361572,8.731293546215437e-05,8629,7337,7.949087788816541,1085.5333629778272,36789223424,28449269248,30666653696
321,5136,0.2568,1.2118445163761387,0.26657193899154663,8.722653875405075e-05,7275,5819,6.765426677186042,1075.3202047894938,36789223424,28449269248,30666653696
322,5152,0.2576,1.4248164380263604,0.242874413728714,8.713989192681056e-05,7926,6739,7.808731722645462,1015.0175830749132,36789223424,28449269248,30666653696
323,5168,0.2584,1.4317837218020826,0.24880357086658478,8.705299556259985e-05,7931,6533,7.14518361678347,1109.9784729633413,36789223424,28449269248,30666653696
324,5184,0.2592,1.5598963075879835,0.23955032229423523,8.696585024526135e-05,7528,6624,6.5844007190316916,1143.3083011246429,36789223424,28449269248,30666653696
325,5200,0.26,1.2877771942936576,0.2956866919994354,8.68784565603105e-05,6327,5406,6.057503732852638,1044.489657626748,36789223424,28449269248,30666653696
326,5216,0.2608,1.3927922323721513,0.2687463164329529,8.679081509493141e-05,7185,6153,6.9464410790242255,1034.3426105917947,36789223424,28449269248,30666653696
327,5232,0.2616,1.5060260571005257,0.23024126887321472,8.670292643797302e-05,8371,7058,7.884425585158169,1061.713362576187,36789223424,28449269248,30666653696
328,5248,0.2624,1.4064816393927029,0.26918017864227295,8.661479117994508e-05,7227,5929,6.857522086240351,1053.8792160073401,36789223424,28449269248,30666653696
329,5264,0.2632,1.4556495806445247,0.25614413619041443,8.652640991301425e-05,7408,6348,6.699717398267239,1105.7182802838736,36789223424,28449269248,30666653696
330,5280,0.264,1.1480440637052902,0.29438191652297974,8.643778323100009e-05,5969,5096,5.589758018031716,1067.8458675214395,36789223424,28449269248,30666653696
331,5296,0.2648,1.5281739277493633,0.2250271886587143,8.634891172937102e-05,8949,7841,7.9787599397823215,1121.6028640465838,36789223424,28449269248,30666653696
332,5312,0.2656,1.4920527199913352,0.25211089849472046,8.625979600524042e-05,7345,6459,6.454139086883515,1138.0293949547734,36789223424,28449269248,30666653696
333,5328,0.2664,1.4505206131748856,0.2511143088340759,8.617043665736249e-05,7490,6400,6.780472735874355,1104.6427427355698,36789223424,28449269248,30666653696
334,5344,0.2672,1.2742049572472858,0.30290091037750244,8.608083428612837e-05,7186,5662,6.631496184039861,1083.6166983394596,36789223424,28449269248,30666653696
335,5360,0.268,1.466991702025257,0.2600274682044983,8.599098949356202e-05,7799,6735,6.966195345856249,1119.5494258769436,36789223424,28449269248,30666653696
336,5376,0.2688,1.3819171196567188,0.27071690559387207,8.590090288331614e-05,7922,6239,7.728911968879402,1024.9825631211831,36789223424,28449269248,30666653696
337,5392,0.2696,1.3271054475410367,0.2888495922088623,8.581057506066821e-05,7178,5746,6.432629108894616,1115.873444354927,36789223424,28449269248,30666653696
338,5408,0.2704,1.3436161764892824,0.2428576648235321,8.572000663251637e-05,8681,7115,8.411418651696295,1032.0494508080799,36789223424,28449269248,30666653696
339,5424,0.2712,1.102293277003394,0.2671819031238556,8.562919820737536e-05,6638,5614,6.094786962028593,1089.1274857276724,36789223424,28449269248,30666653696
340,5440,0.272,1.2623599742389537,0.2523910105228424,8.553815039537239e-05,7584,6315,7.146205865778029,1061.262457651618,36789223424,28449269248,30666653696
341,5456,0.2728,1.3019190551544413,0.25126415491104126,8.544686380824308e-05,7675,6404,6.928777562920004,1107.6990032229457,36789223424,28449269248,30666653696
342,5472,0.2736,1.3369619921744587,0.2579379379749298,8.535533905932738e-05,7406,6245,6.910251721274108,1071.7409869744204,36789223424,28449269248,30666653696
343,5488,0.2744,1.09529853352835,0.29211780428886414,8.526357676356537e-05,6812,5375,6.387651807162911,1066.4325804924492,36789223424,28449269248,30666653696
344,5504,0.2752,1.460474084516661,0.26226872205734253,8.517157753749317e-05,7767,6740,7.12739917403087,1089.7383197365396,36789223424,28449269248,30666653696
345,5520,0.276,1.2274140402227436,0.27170130610466003,8.507934199923884e-05,7256,5864,6.645435503218323,1091.8772737296129,36789223424,28449269248,30666653696
346,5536,0.2768,1.648322508466484,0.24961668252944946,8.498687076851813e-05,7694,6842,7.416311450768262,1037.4429460082845,36789223424,28449269248,30666653696
347,5552,0.2776,1.577576120725878,0.22867469489574432,8.489416446663037e-05,8578,7593,8.098772497847676,1059.1728564149298,36789223424,28449269248,30666653696
348,5568,0.2784,1.3747174295239342,0.28139427304267883,8.480122371645434e-05,6640,5443,6.0760725028812885,1092.8111863134116,36797612032,28449269248,30666653696
349,5584,0.2792,1.3594385076547117,0.26729828119277954,8.470804914244404e-05,7072,6046,7.152900458779186,988.6898385843058,36797612032,28449269248,30666653696
350,5600,0.28,1.3412164534367144,0.24652084708213806,8.461464137062443e-05,7785,6645,7.070374647155404,1101.0731946336264,36797612032,28449269248,30666653696
351,5616,0.2808,1.416151003231783,0.25051170587539673,8.452100102858734e-05,7720,6415,7.143103636801243,1080.7627037953907,36797612032,28449269248,30666653696
352,5632,0.2816,1.2879528239315892,0.2676653563976288,8.442712874548722e-05,7578,5849,6.773335198871791,1118.7989044543726,36826972160,28449269248,30666653696
353,5648,0.2824,1.3126584674630846,0.27157890796661377,8.433302515203685e-05,7451,6104,7.232754869852215,1030.1745509249154,36826972160,28449269248,30666653696
354,5664,0.2832,1.090178501210272,0.3329022526741028,8.423869088050316e-05,5634,4820,4.834929645061493,1165.2703169641145,36826972160,28449269248,30666653696
355,5680,0.284,1.6119033170784463,0.24568356573581696,8.414412656470296e-05,8327,7097,7.523855934850872,1106.746337530059,36826972160,28449269248,30666653696
356,5696,0.2848,1.3298955503280163,0.2742721736431122,8.404933283999875e-05,7213,5839,7.25717863580212,993.9124227169809,36826972160,28449269248,30666653696
357,5712,0.2856,1.2936500496715664,0.2857584059238434,8.39543103432943e-05,6629,5421,6.2512788898311555,1060.4230137265636,36826972160,28449269248,30666653696
358,5728,0.2864,1.4160571270107705,0.2541789710521698,8.385905971303054e-05,7718,6669,7.535679376218468,1024.1943180805847,36826972160,28449269248,30666653696
359,5744,0.2872,1.356093192340203,0.2476591020822525,8.376358158918114e-05,8054,6814,7.2485077870078385,1111.1252462797818,36826972160,28449269248,30666653696
360,5760,0.288,1.598451082357612,0.2536572813987732,8.366787661324828e-05,8119,7067,7.69748230278492,1054.7604633092274,36826972160,28449269248,30666653696
361,5776,0.2888,1.3792844679972294,0.258938193321228,8.357194542825835e-05,7203,6213,6.403402018360794,1124.8708076342043,36826972160,28449269248,30666653696
362,5792,0.2896,1.3529358579444855,0.2696288526058197,8.347578867875757e-05,7391,6014,6.984147733077407,1058.2536742451355,36826972160,28449269248,30666653696
363,5808,0.2904,1.2744752597321134,0.2735997140407562,8.337940701080768e-05,6552,5573,6.152518751099706,1064.9297084757184,36826972160,28449269248,30666653696
364,5824,0.2912,1.2773740725233276,0.2582998275756836,8.328280107198165e-05,7337,6162,7.015290490351617,1045.8583304698275,36826972160,28449269248,30666653696
365,5840,0.292,1.2588190394303715,0.28141695261001587,8.31859715113593e-05,6276,5371,5.718064139131457,1097.5742571774108,36826972160,28449269248,30666653696
366,5856,0.2928,1.5309826918508185,0.2696043848991394,8.308891897952282e-05,7741,6100,6.893058781977743,1123.0137802160114,36826972160,28449269248,30666653696
367,5872,0.2936,1.5329976866373023,0.23094673454761505,8.299164412855267e-05,8550,7185,7.759414410684258,1101.8872749246582,36826972160,28449269248,30666653696
368,5888,0.2944,1.3180134920817497,0.2704027593135834,8.289414761202292e-05,6899,5802,6.286663008388132,1097.4025473919698,36826972160,28449269248,30666653696
369,5904,0.2952,1.408587008714676,0.25721198320388794,8.2796430084997e-05,7126,5928,6.595366718247533,1080.455462815184,36826972160,28449269248,30666653696
370,5920,0.296,1.4594418121171555,0.2567541301250458,8.269849220402331e-05,7321,6238,6.397234339732677,1144.4007849657614,36826972160,28449269248,30666653696
371,5936,0.2968,1.0597272355189589,0.29603812098503113,8.260033462713072e-05,6895,5439,6.051278030034155,1139.428723284275,36826972160,28449269248,30666653696
372,5952,0.2976,1.110616128576805,0.29433563351631165,8.250195801382425e-05,6295,5359,5.479765448719263,1148.7717966963849,36826972160,28449269248,30666653696
373,5968,0.2984,1.5009932878225867,0.23704573512077332,8.240336302508055e-05,8205,6943,7.805031338706613,1051.2449782629146,36826972160,28449269248,30666653696
374,5984,0.2992,1.2838661694817115,0.28348666429519653,8.230455032334355e-05,6757,5582,5.907794581260532,1143.743220428337,36826972160,28449269248,30666653696
375,6000,0.3,1.3713065821497845,0.25266391038894653,8.22055205725199e-05,7393,6430,6.78243954712525,1090.020773297351,36826972160,28449269248,30666653696
376,6016,0.3008,1.2383359214085143,0.24423076212406158,8.210627443797459e-05,7648,6606,7.196745519991964,1062.702575595384,36826972160,28449269248,30666653696
377,6032,0.3016,1.4609753552630658,0.2659219801425934,8.200681258652648e-05,6934,6042,6.476892291102558,1070.5751598687816,36826972160,28449269248,30666653696
378,6048,0.3024,1.0856880661305437,0.275590181350708,8.190713568644377e-05,6304,5317,6.34799610869959,993.0692917975649,36826972160,28449269248,30666653696
379,6064,0.3032,1.3536420449147362,0.23717565834522247,8.180724440743957e-05,8308,6826,7.5611946899443865,1098.7681630587806,36826972160,28449269248,30666653696
380,6080,0.304,1.1439228824702095,0.27809077501296997,8.17071394206673e-05,6397,5329,5.875721922144294,1088.7172818528263,36826972160,28449269248,30666653696
381,6096,0.3048,1.2614762047439252,0.2931365370750427,8.160682139871633e-05,6369,5300,5.916941253002733,1076.400749587949,36826972160,28449269248,30666653696
382,6112,0.3056,1.4654214221536321,0.24703584611415863,8.150629101560731e-05,7341,6397,6.8207460809499025,1076.2752216364054,36826972160,28449269248,30666653696
383,6128,0.3064,1.460447617936783,0.26286470890045166,8.14055489467878e-05,7087,6176,6.214743806049228,1140.352719463954,36826972160,28449269248,30666653696
384,6144,0.3072,1.50477671817474,0.25077182054519653,8.130459586912754e-05,7651,6536,7.073419098276645,1081.6551223246586,36826972160,28449269248,30666653696
385,6160,0.308,1.3914033096457743,0.24085940420627594,8.120343246091402e-05,7534,6399,6.69414289528504,1125.461484442841,36826972160,28449269248,30666653696
386,6176,0.3088,1.4406023460470363,0.2385014146566391,8.110205940184801e-05,7626,6638,7.53103656694293,1012.6096098741449,36826972160,28449269248,30666653696
387,6192,0.3096,1.4416678251872153,0.2578514814376831,8.100047737303877e-05,7665,6440,7.007440130226314,1093.8373867708592,36826972160,28449269248,30666653696
388,6208,0.3104,1.3580877883838889,0.25750526785850525,8.089868705699963e-05,7574,6376,6.732943600974977,1124.9165964947683,36826972160,28449269248,30666653696
389,6224,0.3112,1.4610207276444902,0.27547961473464966,8.079668913764342e-05,7074,6067,6.770906106103212,1044.7641555128912,36826972160,28449269248,30666653696
390,6240,0.312,1.5305783631622636,0.2704051434993744,8.069448430027778e-05,7818,6541,7.082055180799216,1103.916843403885,36826972160,28449269248,30666653696
391,6256,0.3128,1.432201994685,0.24292072653770447,8.059207323160056e-05,8517,6940,8.08994102384895,1052.788886209688,36826972160,28449269248,30666653696
392,6272,0.3136,1.479997147326923,0.26489630341529846,8.048945661969531e-05,7867,6392,7.372571695130318,1067.063207428184,36826972160,28449269248,30666653696
393,6288,0.3144,1.266921059340625,0.29670652747154236,8.03866351540266e-05,6755,5398,5.842992797028273,1156.0856284874371,36826972160,28449269248,30666653696
394,6304,0.3152,1.3477071420228037,0.24516262114048004,8.028360952543528e-05,8362,7007,7.612404660787433,1098.4702433219081,36826972160,28449269248,30666653696
395,6320,0.316,0.922773678064305,0.28056901693344116,8.018038042613407e-05,7090,5769,6.699956770054996,1058.215783076135,36826972160,28449269248,30666653696
396,6336,0.3168,1.2349842873288364,0.27406343817710876,8.007694854970269e-05,7202,5740,6.356611632741988,1132.9935531854014,36826972160,28449269248,30666653696
397,6352,0.3176,1.2540388446810298,0.2650572657585144,7.99733145910833e-05,7483,6264,6.7259449060074985,1112.5574331297767,36826972160,28449269248,30666653696
398,6368,0.3184,1.2707462550318247,0.26956966519355774,7.986947924657585e-05,6994,6129,6.4016555971466005,1092.5298766646279,36826972160,28449269248,30666653696
399,6384,0.3192,1.5328211641097667,0.23635530471801758,7.97654432138333e-05,8483,7131,7.972495468799025,1064.0332168514706,36826972160,28449269248,30666653696
400,6400,0.32,1.314875308932634,0.25770410895347595,7.96612071918571e-05,7727,6265,7.601002078969032,1016.5764881685255,36826972160,28449269248,30666653696
401,6416,0.3208,1.5490173280827164,0.2531675696372986,7.955677188099235e-05,7732,6791,6.843387462198734,1129.849806504418,36826972160,28449269248,30666653696
402,6432,0.3216,1.396492260018107,0.25373226404190063,7.945213798292309e-05,7713,6565,6.705525458790362,1150.2454278044574,36826972160,28449269248,30666653696
403,6448,0.3224,1.0284781220224668,0.30686676502227783,7.93473062006677e-05,6936,5309,6.596843712963164,1051.411902690733,36826972160,28449269248,30666653696
404,6464,0.3232,1.2813793137220515,0.27201274037361145,7.924227723857411e-05,6933,5774,6.305864612106234,1099.452720042509,36826972160,28449269248,30666653696
405,6480,0.324,1.282828518400426,0.28995388746261597,7.913705180231505e-05,6533,5466,5.928028555121273,1102.0527211118251,36826972160,28449269248,30666653696
406,6496,0.3248,1.4218811532174653,0.24888139963150024,7.903163059888331e-05,7515,6474,6.880187424831092,1092.266756117402,36826972160,28449269248,30666653696
407,6512,0.3256,1.367073350931516,0.26659080386161804,7.892601433658704e-05,7092,5841,6.313312827143818,1123.3405019165612,36826972160,28449269248,30666653696
408,6528,0.3264,1.4190026875140844,0.24915863573551178,7.882020372504494e-05,7952,6747,7.635677712038159,1041.4268778609053,36826972160,28449269248,30666653696
409,6544,0.3272,1.4799744166466264,0.23988023400306702,7.871419947518152e-05,8303,7117,7.3206256362609565,1134.1926786794136,36826972160,28449269248,30666653696
410,6560,0.328,1.3007551230399637,0.2765522301197052,7.860800229922234e-05,7308,6252,6.565429745242,1113.1030691930173,36826972160,28449269248,30666653696
411,6576,0.3288,1.3775404682483405,0.2717388868331909,7.850161291068913e-05,7634,6211,7.15904374467209,1066.3435330565458,36835360768,28449269248,30666653696
412,6592,0.3296,1.2088425976324562,0.2886800169944763,7.839503202439516e-05,6737,5366,6.496551904827356,1037.0116484398402,36835360768,28449269248,30666653696
413,6608,0.3304,1.3849407445311275,0.2655544579029083,7.828826035644024e-05,7269,6154,6.831445194780827,1064.0501083948477,36835360768,28449269248,30666653696
414,6624,0.3312,1.3455858213861056,0.26236414909362793,7.818129862420611e-05,7518,6128,6.979956530034542,1077.0840717489104,36835360768,28449269248,30666653696
415,6640,0.332,1.601843981614979,0.23818646371364594,7.807414754635145e-05,8482,7383,8.111235606018454,1045.7099771219125,36835360768,28449269248,30666653696
416,6656,0.3328,1.3113037572799648,0.2662088871002197,7.796680784280714e-05,6970,6106,6.680036437697709,1043.4074821307754,36864720896,28449269248,30666653696
417,6672,0.3336,1.4296681214845097,0.24579903483390808,7.785928023477142e-05,8111,6602,7.236296770628542,1120.87719134486,36864720896,28449269248,30666653696
418,6688,0.3344,1.6346823661052368,0.24982072412967682,7.775156544470505e-05,8334,6988,7.744689025450498,1076.09227079524,36864720896,28449269248,30666653696
419,6704,0.3352,1.6581454093811712,0.24622052907943726,7.764366419632636e-05,8000,6929,7.069987300783396,1131.5437580932505,36864720896,28449269248,30666653696
420,6720,0.336,1.376308834461975,0.287110835313797,7.753557721460655e-05,6584,5646,6.287965454161167,1047.0795439314838,36864720896,28449269248,30666653696
421,6736,0.3368,1.2296262722579598,0.29318612813949585,7.74273052257647e-05,6456,5468,5.798714402131736,1113.350227703339,36864720896,28449269248,30666653696
422,6752,0.3376,1.4548003438244392,0.23693448305130005,7.731884895726287e-05,7694,6824,7.6011284328997135,1012.2181289160059,36873109504,28449269248,30666653696
423,6768,0.3384,1.4101292573743396,0.275215208530426,7.721020913780137e-05,6571,5616,6.408161450177431,1025.4111184758087,36873109504,28449269248,30666653696
424,6784,0.3392,1.5322127507587597,0.24495911598205566,7.710138649731368e-05,8095,7108,7.419794958084822,1091.0004987643838,36873109504,28449269248,30666653696
425,6800,0.34,1.4071466305720213,0.26034122705459595,7.699238176696161e-05,6736,5792,6.3329658675938845,1063.6406607634603,36873109504,28449269248,30666653696
426,6816,0.3408,1.369709240965642,0.2833697497844696,7.688319567913053e-05,7311,6233,6.531161488965154,1119.4027298746842,36873109504,28449269248,30666653696
427,6832,0.3416,1.4026807579603064,0.24762623012065887,7.677382896742417e-05,8927,7083,8.250580283813179,1081.9845020493758,36873109504,28449269248,30666653696
428,6848,0.3424,1.4931617578831229,0.25943565368652344,7.666428236665989e-05,8077,6619,7.145005350001156,1130.4400212938529,36873109504,28449269248,30666653696
429,6864,0.3432,0.9398918391906395,0.31209826469421387,7.655455661286376e-05,6103,4966,5.8442165879532695,1044.2802569261657,36873109504,28449269248,30666653696
430,6880,0.344,1.4136035172848846,0.24810874462127686,7.644465244326547e-05,8284,7064,7.893643016926944,1049.4520694989606,36873109504,28449269248,30666653696
431,6896,0.3448,1.0640313163417345,0.302682489156723,7.63345705962935e-05,6208,5066,5.484039284288883,1132.0123139498978,36873109504,28449269248,30666653696
432,6912,0.3456,1.2192662611506344,0.26968511939048767,7.62243118115701e-05,7136,5967,6.378183737862855,1118.813802374258,36873109504,28449269248,30666653696
433,6928,0.3464,1.363006879640762,0.2772690951824188,7.611387682990637e-05,7409,6441,7.584667786955833,976.8390927737207,36873109504,28449269248,30666653696
434,6944,0.3472,1.1437219864889687,0.2779800295829773,7.600326639329716e-05,6593,5712,6.209972278214991,1061.6794575925398,36873109504,28449269248,30666653696
435,6960,0.348,1.529273775331915,0.26223817467689514,7.589248124491627e-05,7876,6546,7.257910348009318,1085.1608276148258,36873109504,28449269248,30666653696
436,6976,0.3488,1.4127362272729278,0.2635507583618164,7.578152212911133e-05,7722,6353,7.326993111986667,1053.9111859361676,36873109504,28449269248,30666653696
437,6992,0.3496,1.3886068164666445,0.24527280032634735,7.567038979139882e-05,7552,6562,7.010747313965112,1077.2032797354907,36873109504,28449269248,30666653696
438,7008,0.3504,1.4754378580843341,0.24302923679351807,7.555908497845904e-05,7755,6788,7.330543677788228,1057.902434098836,36873109504,28449269248,30666653696
439,7024,0.3512,1.174636040551994,0.288370817899704,7.544760843813122e-05,6661,5473,6.613634990062565,1007.1617212030305,36873109504,28449269248,30666653696
440,7040,0.352,1.3281068919065409,0.26355016231536865,7.533596091940829e-05,7414,6185,6.798847605008632,1090.4789209480432,36873109504,28449269248,30666653696
441,7056,0.3528,1.2575515469835394,0.2823778986930847,7.5224143172432e-05,6596,5528,5.790883251000196,1139.0317701294955,36873109504,28449269248,30666653696
442,7072,0.3536,1.040025612256157,0.28193333745002747,7.511215594848784e-05,6500,5506,6.142122113145888,1058.2661627791724,36873109504,28449269248,30666653696
443,7088,0.3544,1.5513452003918695,0.24622631072998047,7.500000000000001e-05,8294,7099,7.875196124892682,1053.1801200205698,36873109504,28449269248,30666653696
444,7104,0.3552,1.4211000894335755,0.2536897659301758,7.48876760805263e-05,7819,6593,7.011518433690071,1115.165006545517,36873109504,28449269248,30666653696
445,7120,0.356,1.4170750013199347,0.27759918570518494,7.477518494475309e-05,6855,5800,6.263490114826709,1094.4377454628834,36873109504,28449269248,30666653696
446,7136,0.3568,1.2856631299709338,0.2780000567436218,7.466252734849026e-05,7098,5754,6.416883341036737,1106.1444665212223,36873109504,28449269248,30666653696
447,7152,0.3576,1.4357825384947598,0.22882314026355743,7.454970404866611e-05,8089,7357,7.685224807821214,1052.5391517197866,36873109504,28449269248,30666653696
448,7168,0.3584,1.598839670340874,0.252804696559906,7.44367158033223e-05,8047,6806,7.226548579055816,1113.532955873574,36873109504,28449269248,30666653696
449,7184,0.3592,0.9952600149354285,0.3062100410461426,7.432356337160867e-05,6840,5666,6.289178732782602,1087.5823840633147,36873109504,28449269248,30666653696
450,7200,0.36,1.5956344038717936,0.2335185408592224,7.421024751377825e-05,8840,7738,8.118401852902025,1088.8842607415436,36873109504,28449269248,30666653696
451,7216,0.3608,1.190797965009951,0.28877389430999756,7.409676899118214e-05,6577,5644,6.42147365398705,1024.2197281174524,36873109504,28449269248,30666653696
452,7232,0.3616,1.5046408004175849,0.24587325751781464,7.398312856626424e-05,8026,6734,7.343827364966273,1092.8906142712492,36873109504,28449269248,30666653696
453,7248,0.3624,1.4794649946851977,0.2500022351741791,7.386932700255636e-05,7667,6681,6.963506139349192,1101.0258117926433,36873109504,28449269248,30666653696
454,7264,0.3632,1.268616472226914,0.27759289741516113,7.375536506467294e-05,6675,5607,6.047681442927569,1103.7287699414203,36873109504,28449269248,30666653696
455,7280,0.364,1.3187979405463055,0.2892407178878784,7.364124351830591e-05,7041,5730,7.157899613957852,983.6684474129954,36873109504,28449269248,30666653696
456,7296,0.3648,1.2863960692002896,0.2662558853626251,7.352696313021965e-05,7270,5990,6.439570213668048,1128.9573308121335,36873109504,28449269248,30666653696
457,7312,0.3656,1.1274084082729268,0.3080783188343048,7.341252466824572e-05,6072,5018,5.858080646954477,1036.5169696249807,36873109504,28449269248,30666653696
458,7328,0.3664,1.4624280349227734,0.2394360601902008,7.329792890127778e-05,8835,7399,7.86593974288553,1123.1970099937457,36873109504,28449269248,30666653696
459,7344,0.3672,1.3638645203808943,0.27380919456481934,7.318317659926637e-05,7194,6000,6.798606844153255,1058.1579674939992,36873109504,28449269248,30666653696
460,7360,0.368,1.3381233336241454,0.2701704800128937,7.30682685332138e-05,7468,5960,6.971403501927853,1071.2333603893132,36873109504,28449269248,30666653696
461,7376,0.3688,1.2641701393899287,0.30999284982681274,7.295320547516893e-05,6714,5418,7.094600924290717,946.3534413912412,36873109504,28449269248,30666653696
462,7392,0.3696,1.4756846023506496,0.2516956031322479,7.283798819822194e-05,8190,6936,7.395006033126265,1107.5041674492927,36873109504,28449269248,30666653696
463,7408,0.3704,1.0198328573303288,0.3328914940357208,7.272261747649921e-05,5958,4721,5.764928872697055,1033.4906347617466,36873109504,28449269248,30666653696
464,7424,0.3712,1.2252092320968795,0.28690966963768005,7.260709408515814e-05,6833,5654,6.09103440027684,1121.8127416403095,36873109504,28449269248,30666653696
465,7440,0.372,1.3179789716160402,0.265254408121109,7.24914188003818e-05,7081,5996,6.605883487965912,1071.923235234109,36873109504,28449269248,30666653696
466,7456,0.3728,1.6456571279643677,0.238335981965065,7.237559239937387e-05,8374,7311,7.904262290801853,1059.4284060822195,36873109504,28449269248,30666653696
467,7472,0.3736,1.565466907574235,0.2575491964817047,7.225961566035335e-05,7949,6903,7.324987505096942,1085.1895644147996,36873109504,28449269248,30666653696
468,7488,0.3744,1.5025411775846074,0.25853967666625977,7.214348936254935e-05,7752,6744,7.397604088764638,1047.9068502427176,36873109504,28449269248,30666653696
469,7504,0.3752,1.4567611295261396,0.2781884968280792,7.202721428619576e-05,7123,5948,6.4443223951384425,1105.3140366430996,36873109504,28449269248,30666653696
470,7520,0.376,1.1897246219167774,0.28020262718200684,7.191079121252617e-05,6920,5960,6.3592396741732955,1088.1804043499278,36873109504,28449269248,30666653696
471,7536,0.3768,0.997218469798553,0.2918717861175537,7.179422092376856e-05,6232,5003,6.074682467151433,1025.8972437982156,36873109504,28449269248,30666653696
472,7552,0.3776,1.4894725545229415,0.2754043936729431,7.167750420313993e-05,7938,6630,7.589919886086136,1045.8608416344375,36873109504,28449269248,30666653696
473,7568,0.3784,1.1692964970968287,0.28074586391448975,7.156064183484122e-05,7771,6130,6.98356174910441,1112.7559659648707,36873109504,28449269248,30666653696
474,7584,0.3792,1.436004987337485,0.27811697125434875,7.14436346040519e-05,7329,6358,7.023425921797752,1043.5078381411947,36873109504,28449269248,30666653696
475,7600,0.38,1.2089942448452056,0.2877199351787567,7.132648329692478e-05,6262,5281,5.958342436701059,1050.963429263234,36873109504,28449269248,30666653696
476,7616,0.3808,1.402831005484497,0.2727542519569397,7.120918870058066e-05,6976,6091,6.358569515869021,1097.1021048979749,36873109504,28449269248,30666653696
477,7632,0.3816,1.335883458659311,0.2824842929840088,7.109175160310312e-05,7541,6236,7.4821986351162195,1007.8588350498753,36873109504,28449269248,30666653696
478,7648,0.3824,1.4459050945425223,0.26789590716362,7.097417279353316e-05,7309,6325,6.448746342211962,1133.3985882119478,36873109504,28449269248,30666653696
479,7664,0.3832,1.5391535531640386,0.24060329794883728,7.08564530618639e-05,7850,6817,7.1820646408014,1093.0004661060902,36873109504,28449269248,30666653696
480,7680,0.384,0.9651675793381392,0.3349733054637909,7.073859319903536e-05,5751,4597,5.281487837899476,1088.8977077124646,36873109504,28449269248,30666653696
481,7696,0.3848,1.4993734339248912,0.24837270379066467,7.062059399692898e-05,7779,6399,7.0416417717933655,1104.713964740476,36873109504,28449269248,30666653696
482,7712,0.3856,1.3707722050354818,0.27275940775871277,7.050245624836249e-05,7508,5927,7.091804007999599,1058.6868999102244,36873109504,28449269248,30666653696
483,7728,0.3864,1.1648961230788217,0.2705102264881134,7.038418074708444e-05,7011,5974,6.554949701298028,1069.5734245850374,36873109504,28449269248,30666653696
484,7744,0.3872,1.366077306191311,0.2492998093366623,7.026576828776895e-05,8719,6465,9.58264012215659,909.8745114971273,36873109504,29552119808,31966887936
