global_step,sample_cursor,coverage_fraction,loss,grad_norm,learning_rate,processed_tokens,supervised_tokens,update_seconds,tokens_per_second,nvml_peak_bytes,allocated_peak_bytes,reserved_peak_bytes
971,15536,0.7768,1.4475434199051138,0.2660353481769562,1.2600918529364253e-05,7864,6901,7.457730813883245,1054.4762470322003,39930757120,31108308480,33749467136
972,15552,0.7776,1.1452767870210028,0.32905083894729614,1.251502379930629e-05,6426,5107,5.979001549072564,1074.7613873752505,39930757120,31108308480,33749467136
973,15568,0.7784,1.3831142676299684,0.2840016782283783,1.242938092478464e-05,7428,6509,6.718519289046526,1105.6007552304225,39930757120,31108308480,33749467136
974,15584,0.7792,1.4985120622683248,0.27719128131866455,1.2343990481220036e-05,7365,6271,6.648839477915317,1107.7121089272002,39930757120,31108308480,33749467136
975,15600,0.78,1.183570834475021,0.31033843755722046,1.225885304233716e-05,6972,5607,5.98910970101133,1164.1129229646099,39930757120,31108308480,33749467136
976,15616,0.7808,1.4848030636617395,0.27650701999664307,1.2173969180160783e-05,7758,6473,7.339248310774565,1057.056482012017,39930757120,31108308480,33749467136
977,15632,0.7816,1.4981824322747954,0.272737592458725,1.2089339465011935e-05,7980,6873,7.5089513207785785,1062.7316197826383,39930757120,31108308480,33749467136
978,15648,0.7824,1.0744215385834444,0.3351306915283203,1.200496446550411e-05,5691,4744,5.332183270715177,1067.2926475080997,39930757120,31108308480,33749467136
979,15664,0.7832,1.2044435092917938,0.2835404574871063,1.1920844748539373e-05,7405,6249,6.9345868192613125,1067.8357907975253,39930757120,31108308480,33749467136
980,15680,0.784,1.2607477575672188,0.29828494787216187,1.1836980879304576e-05,7222,5886,7.405301537830383,975.2472553758984,39930757120,31108308480,33749467136
981,15696,0.7848,1.0959499064334222,0.3139461278915405,1.1753373421267621e-05,6604,5468,6.272050832863897,1052.9251397958665,39930757120,31108308480,33749467136
982,15712,0.7856,1.3018416667023547,0.28047776222229004,1.1670022936173585e-05,7285,6115,6.545196353923529,1113.030015613358,39930757120,31108308480,33749467136
983,15728,0.7864,1.2335155739979589,0.2952269911766052,1.1586929984040972e-05,6592,5541,6.019340680912137,1095.1365522313458,39930757120,31108308480,33749467136
984,15744,0.7872,1.2277179342158393,0.2848908603191376,1.1504095123158015e-05,7439,6081,6.658004846889526,1117.3016798681572,39930757120,31108308480,33749467136
985,15760,0.788,1.1387481034403633,0.32060694694519043,1.1421518910078838e-05,6167,5152,5.666591715067625,1088.3085124346926,39930757120,31108308480,33749467136
986,15776,0.7888,1.3415326998720993,0.2879200279712677,1.133920189961975e-05,7455,6259,7.00895087281242,1063.6399277554926,39930757120,31108308480,33749467136
987,15792,0.7896,1.5065338396258845,0.2632502615451813,1.125714464485551e-05,7159,6153,6.651341407094151,1076.3242422595229,39930757120,31108308480,33749467136
988,15808,0.7904,1.4364630868019708,0.29944124817848206,1.1175347697115673e-05,6496,5570,5.775313575286418,1124.7874102970834,39930757120,31108308480,33749467136
989,15824,0.7912,1.2730198630839384,0.30057573318481445,1.1093811605980781e-05,6796,5928,6.656528613995761,1020.9525706403473,39930757120,31108308480,33749467136
990,15840,0.792,1.2707550481072776,0.2917429506778717,1.1012536919278727e-05,6920,5908,6.057660405989736,1142.3552223491422,39930757120,31108308480,33749467136
991,15856,0.7928,1.3435728413997954,0.27857595682144165,1.0931524183081104e-05,7024,6085,6.396666069980711,1098.0720148834002,39930757120,31108308480,33749467136
992,15872,0.7936,1.122587961176153,0.2859059274196625,1.0850773941699461e-05,6846,5723,6.263096779119223,1093.0694896531281,39930757120,31108308480,33749467136
993,15888,0.7944,1.3845399564457936,0.2652873992919922,1.0770286737681701e-05,8269,6894,7.996643404010683,1034.0588647297586,39930757120,31108308480,33749467136
994,15904,0.7952,1.1867492170552234,0.2908647358417511,1.0690063111808446e-05,8136,6529,8.39063607994467,969.6523508446156,39930757120,31108308480,33749467136
995,15920,0.796,1.2923441156474853,0.3096856474876404,1.0610103603089344e-05,6225,5241,5.423112923745066,1147.8647204161796,39930757120,31108308480,33749467136
996,15936,0.7968,1.3635906382084053,0.28558090329170227,1.0530408748759485e-05,7223,5978,6.444500599987805,1120.8005784053566,39930757120,31108308480,33749467136
997,15952,0.7976,1.4123571918134243,0.2637946605682373,1.0450979084275819e-05,8170,6813,7.603624830953777,1074.4875216279154,39930757120,31108308480,33749467136
998,15968,0.7984,1.3334273701095387,0.2966518998146057,1.0371815143313501e-05,7030,5903,6.347039242275059,1107.6030463426184,39930757120,31108308480,33749467136
999,15984,0.7992,1.221305000067551,0.28597021102905273,1.0292917457762325e-05,7562,6307,6.700949238147587,1128.4968339933944,39930757120,31108308480,33749467136
1000,16000,0.8,1.2372683051256916,0.29860106110572815,1.0214286557723196e-05,7222,5983,6.616537206340581,1091.5075023048623,39930757120,31108308480,33749467136
1001,16016,0.8008,1.2752124684819581,0.29334256052970886,1.013592297150449e-05,6981,6078,5.952498947270215,1172.7847517220396,39930757120,31108308480,33749467136
1002,16032,0.8016,1.3139054606772955,0.29388126730918884,1.0057827225618555e-05,7328,6036,6.8676204876974225,1067.0362483086094,39930757120,31108308480,33749467136
1003,16048,0.8024,1.2980905237335463,0.2785834074020386,9.979999844778205e-06,7526,6169,6.767079310957342,1112.1489277972262,39930757120,31108308480,33749467136
1004,16064,0.8032,1.2552816509660742,0.300650954246521,9.90244135189306e-06,7278,6184,6.593389372806996,1103.832882980722,39930757120,31108308480,33749467136
1005,16080,0.804,1.3304946660911265,0.2909359037876129,9.825152268066213e-06,6428,5662,5.571728361304849,1153.681511941946,39930757120,31108308480,33749467136
1006,16096,0.8048,1.1054004418770678,0.31073033809661865,9.748133112590624e-06,6580,5414,6.044245746918023,1088.638727727965,39930757120,31108308480,33749467136
1007,16112,0.8056,1.3544788564039656,0.2801598012447357,9.671384402945589e-06,7009,6050,6.77222899813205,1034.9620489698823,39930757120,31108308480,33749467136
1008,16128,0.8064,1.2517322694999466,0.28951215744018555,9.59490665479339e-06,6757,5825,6.162111449986696,1096.5397258458524,39930757120,31108308480,33749467136
1009,16144,0.8072,1.3254348092891646,0.2830711305141449,9.518700381975754e-06,7229,5998,7.2405698909424245,998.4020745443121,39930757120,31108308480,33749467136
1010,16160,0.808,1.4031051163460342,0.2733612358570099,9.442766096510352e-06,7714,6647,7.414683553390205,1040.3680675587213,39930757120,31108308480,33749467136
1011,16176,0.8088,1.5237918670534472,0.2659899890422821,9.367104308587494e-06,8320,6972,7.6891975668258965,1082.0374854062306,39930757120,31108308480,33749467136
1012,16192,0.8096,1.1957066674082766,0.32167813181877136,9.291715526566564e-06,6581,5701,6.077300993259996,1082.8820239936492,39930757120,31108308480,33749467136
1013,16208,0.8104,1.4590014735599488,0.2897731363773346,9.216600256972668e-06,6980,6003,6.333960229065269,1101.996183678291,39930757120,31108308480,33749467136
1014,16224,0.8112,1.3851721672605297,0.27321624755859375,9.141759004493283e-06,7857,6581,7.292295823339373,1077.4384625008302,39930757120,31108308480,33749467136
1015,16240,0.812,1.4533673694664495,0.26542308926582336,9.067192271974739e-06,8292,6936,7.261453090701252,1141.9202047340123,39930757120,31108308480,33749467136
1016,16256,0.8128,1.31090643804725,0.2866077721118927,8.992900560418933e-06,6951,6044,6.816786186769605,1019.6887227431139,39930757120,31108308480,33749467136
1017,16272,0.8136,1.3062967069153257,0.2623032033443451,8.91888436897997e-06,8069,6746,7.624701571650803,1058.2709269568177,39930757120,31108308480,33749467136
1018,16288,0.8144,1.3154036008252354,0.31065380573272705,8.845144194960747e-06,6855,5863,6.23881552182138,1098.7662603619876,39930757120,31108308480,33749467136
1019,16304,0.8152,1.423993180835192,0.2607741951942444,8.771680533809635e-06,8299,7159,7.7235240009613335,1074.509511327606,39930757120,31108308480,33749467136
1020,16320,0.816,1.229478725106693,0.2863084077835083,8.69849387911721e-06,6986,6093,6.667191027663648,1047.8175847989871,39930757120,31108308480,33749467136
1021,16336,0.8168,1.3027044558921193,0.29344117641448975,8.625584722612829e-06,7584,6320,6.879537953063846,1102.399616332143,39930757120,31108308480,33749467136
1022,16352,0.8176,1.2565542753254397,0.29205238819122314,8.552953554161408e-06,7560,5811,6.876967849209905,1099.3217019138121,39930757120,31108308480,33749467136
1023,16368,0.8184,1.3809703864986609,0.2881201207637787,8.480600861760124e-06,7272,6342,6.6364703150466084,1095.7632076666537,39930757120,31108308480,33749467136
1024,16384,0.8192,1.339920653944817,0.29043102264404297,8.408527131535087e-06,7219,6271,7.486458958592266,964.274303770102,39930757120,31108308480,33749467136
1025,16400,0.82,1.229518501540666,0.3115544319152832,8.336732847738116e-06,6514,5580,5.729897471144795,1136.8440766704584,39930757120,31108308480,33749467136
1026,16416,0.8208,1.3551928390528898,0.29788893461227417,8.265218492743498e-06,6713,5582,6.063859465997666,1107.0507220100183,39930757120,31108308480,33749467136
1027,16432,0.8216,1.631987014500746,0.2645891606807709,8.193984547044658e-06,7856,7021,7.393968034069985,1062.4876877748268,39930757120,31108308480,33749467136
1028,16448,0.8224,1.1518822441503658,0.30408650636672974,8.123031489251082e-06,7439,5709,6.950477874837816,1070.2861204595351,39930757120,31108308480,33749467136
1029,16464,0.8232,1.3611206694567752,0.30355122685432434,8.052359796084951e-06,6935,5877,6.116903695743531,1133.7435318502307,39930757120,31108308480,33749467136
1030,16480,0.824,1.1697536825107024,0.3139933943748474,7.981969942378021e-06,6296,5341,6.086303480900824,1034.4538388132,39930757120,31108308480,33749467136
1031,16496,0.8248,1.3675951840605098,0.27615487575531006,7.911862401068433e-06,7549,6266,7.096712128724903,1063.7320301389148,39930757120,31108308480,33749467136
1032,16512,0.8256,1.292463747367696,0.2678806781768799,7.842037643197492e-06,7687,6328,7.545483211986721,1018.7551657113843,39930757120,31108308480,33749467136
1033,16528,0.8264,1.3831381483867295,0.2787766754627228,7.772496137906526e-06,7931,6579,7.702354134991765,1029.6851924750508,39930757120,31108308480,33749467136
1034,16544,0.8272,1.3122370741477138,0.2876535952091217,7.703238352433762e-06,7281,6080,6.943895728327334,1048.5468510561677,39930757120,31108308480,33749467136
1035,16560,0.828,1.2242380568116416,0.25970372557640076,7.63426475211113e-06,7803,6832,7.17706932593137,1087.212571823305,39930757120,31108308480,33749467136
1036,16576,0.8288,1.4917694482454353,0.2740286588668823,7.565575800361168e-06,7745,6695,7.1176202851347625,1088.1445890244422,39930757120,31108308480,33749467136
1037,16592,0.8296,1.2852098645824084,0.3028196096420288,7.497171958693927e-06,6984,5977,6.544145742896944,1067.2133956644343,39930757120,31108308480,33749467136
1038,16608,0.8304,1.1113957631674094,0.3007054924964905,7.429053686703835e-06,6435,5399,6.557390886824578,981.3354291459898,39930757120,31108308480,33749467136
1039,16624,0.8312,1.5642257629578085,0.26225194334983826,7.361221442066607e-06,8091,7170,7.940097297076136,1019.0051453121906,39930757120,31108308480,33749467136
1040,16640,0.832,1.4034720684218458,0.25531038641929626,7.293675680536227e-06,7779,6638,7.027635549660772,1106.9156823841693,39930757120,31108308480,33749467136
1041,16656,0.8328,1.2558448375935871,0.2925107777118683,7.226416855941814e-06,7202,5837,6.39536895416677,1126.1273667890084,39930757120,31108308480,33749467136
1042,16672,0.8336,1.070602977081792,0.3232160806655884,7.159445420184591e-06,6540,5283,6.2854538867250085,1040.4976502671664,39930757120,31108308480,33749467136
1043,16688,0.8344,1.2745234965490047,0.2818710505962372,7.092761823234911e-06,7189,6051,6.274444920942187,1145.7587229756862,39930757120,31108308480,33749467136
1044,16704,0.8352,1.356415295367485,0.2851816415786743,7.0263665131291405e-06,7017,6231,6.765693349763751,1037.1442566555318,39930757120,31108308480,33749467136
1045,16720,0.836,1.1309195561594443,0.3120602071285248,6.960259935966712e-06,6583,5374,5.913569688796997,1113.2024050500681,39930757120,31108308480,33749467136
1046,16736,0.8368,1.3789685505122056,0.2726706564426422,6.894442535907086e-06,7158,6319,6.729823355097324,1063.6237568670158,39930757120,31108308480,33749467136
1047,16752,0.8376,1.1286458349092598,0.28064799308776855,6.828914755166827e-06,7192,5991,6.589441513177007,1091.443028307945,39930757120,31108308480,33749467136
1048,16768,0.8384,1.4328289011768027,0.27546432614326477,6.763677034016569e-06,7413,6428,6.9629428391344845,1064.6360556539423,39930757120,31108308480,33749467136
1049,16784,0.8392,1.293811310123081,0.29510608315467834,6.698729810778065e-06,7813,6177,7.4609405202791095,1047.187010640814,39930757120,31108308480,33749467136
1050,16800,0.84,1.3350651309924677,0.31844475865364075,6.63407352182131e-06,7142,5943,7.37580957217142,968.3004868979302,39930757120,31108308480,33749467136
1051,16816,0.8408,1.430274320536835,0.2741452753543854,6.5697086015615135e-06,7047,6282,6.582191138062626,1070.6161295209947,39930757120,31108308480,33749467136
1052,16832,0.8416,1.4142139267844513,0.28925564885139465,6.5056354824562295e-06,7237,5888,6.844930030871183,1057.2788863232422,39930757120,31108308480,33749467136
1053,16848,0.8424,1.3614448522080917,0.30175963044166565,6.441854595002477e-06,6937,5677,6.225127113983035,1114.3547550086066,39930757120,31108308480,33749467136
1054,16864,0.8432,1.5099693094564641,0.27908816933631897,6.37836636773379e-06,7867,6741,7.923432350624353,992.8777898103837,39930757120,31108308480,33749467136
1055,16880,0.844,1.2507040507385945,0.28571805357933044,6.315171227217365e-06,6985,6009,6.789598586969078,1028.7795236386944,39930757120,31108308480,33749467136
1056,16896,0.8448,1.2674758980679228,0.2757984697818756,6.2522695980512195e-06,8144,6481,7.425048486795276,1096.8278543208585,39930757120,31108308480,33749467136
1057,16912,0.8456,1.4678485983581062,0.2764444053173065,6.189661902861288e-06,8086,6966,7.312712248414755,1105.745683040226,39930757120,31108308480,33749467136
1058,16928,0.8464,1.3295562000093066,0.309251993894577,6.1273485622986185e-06,7407,5987,6.692284163087606,1106.796994792081,39930757120,31108308480,33749467136
1059,16944,0.8472,1.4076043969378784,0.2619289457798004,6.065329995036573e-06,7837,6816,7.429908714722842,1054.7908865246864,39930757120,31108308480,33749467136
1060,16960,0.848,1.3497147880603435,0.2819310426712036,6.003606617767893e-06,7152,6024,6.559681153390557,1090.2968959555735,39930757120,31108308480,33749467136
1061,16976,0.8488,1.2515937813154787,0.25900983810424805,5.942178845202079e-06,7684,6514,6.964825831353664,1103.2580262680538,39930757120,31108308480,33749467136
1062,16992,0.8496,1.2990073025690803,0.27307695150375366,5.881047090062475e-06,7370,6420,7.0546969710849226,1044.6940570526856,39930757120,31108308480,33749467136
1063,17008,0.8504,1.4395199450369311,0.2826579213142395,5.820211763083494e-06,7711,6237,7.2314133630134165,1066.31990358061,39930757120,31108308480,33749467136
1064,17024,0.8512,1.2534852990332188,0.2879442274570465,5.759673273007954e-06,6849,5998,6.416179569903761,1067.457655350929,39930757120,31108308480,33749467136
1065,17040,0.852,1.3583779151193665,0.29807278513908386,5.699432026584267e-06,7189,6193,6.384166253264993,1126.0671659863804,39930757120,31108308480,33749467136
1066,17056,0.8528,1.39992773799051,0.3059065341949463,5.6394884285636554e-06,6709,5822,5.897765790112317,1137.5494108714402,39930757120,31108308480,33749467136
1067,17072,0.8536,1.3619686795783583,0.2739930748939514,5.579842881697556e-06,7931,6696,7.216375951189548,1099.0281068564136,39930757120,31108308480,33749467136
1068,17088,0.8544,1.4838448883621207,0.27833810448646545,5.520495786734814e-06,7579,6517,6.807795979082584,1113.2824813327238,39930757120,31108308480,33749467136
1069,17104,0.8552,1.331791752471415,0.28526464104652405,5.4614475424190185e-06,7664,6446,7.05917152389884,1085.6798101666054,39930757120,31108308480,33749467136
1070,17120,0.856,1.3785336391311673,0.2745012938976288,5.402698545485868e-06,6865,6029,6.274438282009214,1094.1218466813375,39930757120,31108308480,33749467136
1071,17136,0.8568,1.3713780780475533,0.2715020477771759,5.344249190660428e-06,7549,6423,6.888115643057972,1095.945595455861,39930757120,31108308480,33749467136
1072,17152,0.8576,1.4914896566947695,0.28112494945526123,5.286099870654515e-06,7711,6448,7.601459146942943,1014.4105034230316,39930757120,31108308480,33749467136
1073,17168,0.8584,1.3802701738009415,0.2895943820476532,5.228250976164095e-06,6697,5835,6.599459568038583,1014.780063572752,39930757120,31108308480,33749467136
1074,17184,0.8592,1.1254667589993028,0.3001832067966461,5.170702895866591e-06,6816,5776,6.1447803736664355,1109.2341118016338,39930757120,31108308480,33749467136
1075,17200,0.86,1.5587456830430844,0.27165910601615906,5.1134560164183055e-06,7450,6305,6.4667062922380865,1152.0547962634625,39930757120,31108308480,33749467136
1076,17216,0.8608,1.5961850313892283,0.26718243956565857,5.056510722451863e-06,8140,6767,7.883508642204106,1032.535178108739,39930757120,31108308480,33749467136
1077,17232,0.8616,1.3105100108334213,0.26897773146629333,4.999867396573499e-06,8217,6936,7.732586819212884,1062.6456827595537,39930757120,31108308480,33749467136
1078,17248,0.8624,1.4257794215604986,0.2761317491531372,4.943526419360661e-06,7122,6203,6.338266878854483,1123.6510131437003,39930757120,31108308480,33749467136
1079,17264,0.8632,1.3307929881064542,0.3085809648036957,4.8874881693593384e-06,6448,5507,6.341669741086662,1016.7669183755252,39930757120,31108308480,33749467136
1080,17280,0.864,1.2841280202441674,0.29957082867622375,4.831753023081493e-06,7238,5894,6.774145250208676,1068.4742846010033,39930757120,31108308480,33749467136
1081,17296,0.8648,1.2507549161192006,0.30862879753112793,4.7763213550026495e-06,6241,5279,5.622945931740105,1109.916416725819,39930757120,31108308480,33749467136
1082,17312,0.8656,1.4143093225599095,0.2731623351573944,4.72119353755931e-06,8063,6741,7.256908705923706,1111.079155979776,39930757120,31108308480,33749467136
1083,17328,0.8664,1.4871864698463526,0.2690901458263397,4.666369941146376e-06,8303,6739,7.6419125949032605,1086.5081086556327,39930757120,31108308480,33749467136
1084,17344,0.8672,1.140813873473282,0.3062867820262909,4.611850934114825e-06,6554,5473,6.037522378377616,1085.5446306041138,39930757120,31108308480,33749467136
1085,17360,0.868,1.336562381848287,0.27092358469963074,4.557636882769101e-06,8348,6425,8.802913106046617,948.32243592929,39930757120,31108308480,33749467136
1086,17376,0.8688,1.3420254831338725,0.27480873465538025,4.5037281513647e-06,7142,6193,6.6457286649383605,1074.6752327822041,39930757120,31108308480,33749467136
1087,17392,0.8696,1.237317576135113,0.298645555973053,4.450125102105757e-06,6954,5828,6.301848430652171,1103.4857592219714,39930757120,31108308480,33749467136
1088,17408,0.8704,1.5278913813110544,0.24783039093017578,4.396828095142535e-06,8721,7769,8.50939904525876,1024.8667330813612,39930757120,31108308480,33749467136
1089,17424,0.8712,1.185084893422254,0.34516441822052,4.343837488569058e-06,6080,4909,5.802520561031997,1047.8205007719355,39930757120,31108308480,33749467136
1090,17440,0.872,1.3072815854300937,0.27639585733413696,4.291153638420731e-06,7297,6285,7.228712408337742,1009.4467157918045,39930757120,31108308480,33749467136
1091,17456,0.8728,1.4597401640878318,0.2884466350078583,4.238776898671865e-06,6971,5982,6.14448111737147,1134.5140243480973,39930757120,31108308480,33749467136
1092,17472,0.8736,1.0644842197451736,0.3235611021518707,4.18670762123336e-06,6527,5405,6.3575371340848505,1026.6554268329166,39930757120,31108308480,33749467136
1093,17488,0.8744,1.305030423008133,0.27162861824035645,4.134946155950348e-06,7662,6449,7.521943664178252,1018.6197001831771,39930757120,31108308480,33749467136
1094,17504,0.8752,1.3480881222868106,0.276185542345047,4.083492850599791e-06,8044,6407,7.765668747015297,1035.8412471677573,39930757120,31108308480,33749467136
1095,17520,0.876,1.2774155806939524,0.29361429810523987,4.032348050888179e-06,6642,5879,5.997850395273417,1107.3967442125936,39930757120,31108308480,33749467136
1096,17536,0.8768,1.537009693558001,0.2410046011209488,3.981512100449231e-06,8711,7619,9.290133391972631,937.6614557038497,39930757120,31108308480,33749467136
1097,17552,0.8776,1.341532888674066,0.3279106616973877,3.9309853408415254e-06,6938,5587,6.826747850049287,1016.2965078532833,39930757120,31108308480,33749467136
1098,17568,0.8784,1.2837039917062547,0.2951323986053467,3.880768111546229e-06,6917,5869,6.630051123909652,1043.2800397353706,39930757120,31108308480,33749467136
1099,17584,0.8792,1.4295333576134812,0.25904712080955505,3.830860749964876e-06,7645,6703,7.772487074602395,983.5976472680185,39930757120,31108308480,33749467136
1100,17600,0.88,1.3682054062031748,0.28642308712005615,3.781263591416989e-06,7026,5906,6.376418553758413,1101.872460341975,39930757120,31108308480,33749467136
1101,17616,0.8808,1.4275418596084588,0.27655255794525146,3.731976969137929e-06,8093,6406,7.272497128229588,1112.822715128408,39930757120,31108308480,33749467136
1102,17632,0.8816,1.349616521607465,0.28083300590515137,3.6830012142765767e-06,7423,6211,6.652204314712435,1115.8707172572592,39930757120,31108308480,33749467136
1103,17648,0.8824,0.9741114961706409,0.32727861404418945,3.6343366558931892e-06,5836,4985,5.602390703745186,1041.6981443473135,39930757120,31108308480,33749467136
1104,17664,0.8832,1.2909888790289026,0.29962071776390076,3.585983620957112e-06,6824,5930,6.021918767131865,1133.19363211041,39930757120,31108308480,33749467136
1105,17680,0.884,1.4015593816549856,0.2787698209285736,3.53794243434461e-06,7176,6269,6.320500456728041,1135.3531336844217,39930757120,31108308480,33749467136
1106,17696,0.8848,1.321674092962772,0.2976292669773102,3.4902134188367184e-06,6853,5530,6.328472170978785,1082.8838011529235,39930757120,31108308480,33749467136
1107,17712,0.8856,1.2070356853976076,0.2952806055545807,3.4427968951170288e-06,7551,6107,6.840541323646903,1103.8600079641546,39930757120,31108308480,33749467136
1108,17728,0.8864,1.4224531809599261,0.28198328614234924,3.3956931817695325e-06,7674,6483,7.490568264387548,1024.4883604471697,39930757120,31108308480,33749467136
1109,17744,0.8872,1.5857379145327168,0.25718507170677185,3.3489025952765427e-06,8195,6997,7.696725423913449,1064.7385152312215,39930757120,31108308480,33749467136
1110,17760,0.888,1.3501724820337655,0.2953794002532959,3.3024254500164775e-06,6473,5609,6.067697581835091,1066.7967400646771,39930757120,31108308480,33749467136
1111,17776,0.8888,1.284738731673736,0.27831098437309265,3.2562620582618165e-06,7567,6507,7.052953004371375,1072.8839388707145,39930757120,31108308480,33749467136
1112,17792,0.8896,1.3493667282496096,0.29069989919662476,3.210412730176987e-06,7438,5947,6.900180377066135,1077.9428353382464,39930757120,31108308480,33749467136
1113,17808,0.8904,1.0905649722790376,0.3091146945953369,3.1648777738162494e-06,7655,5767,6.825257271062583,1121.5694436098875,39930757120,31108308480,33749467136
1114,17824,0.8912,1.2491738244412394,0.2849220037460327,3.1196574951216695e-06,7571,6038,7.422637321986258,1019.9878657110571,39930757120,31108308480,33749467136
1115,17840,0.892,1.1463706595818506,0.295364111661911,3.0747521979210436e-06,6907,5993,6.49469903903082,1063.4826892657225,39930757120,31108308480,33749467136
1116,17856,0.8928,1.2721903155738263,0.2804465889930725,3.0301621839258497e-06,7235,6152,6.513112697284669,1110.835991371113,39930757120,31108308480,33749467136
1117,17872,0.8936,1.334432494535971,0.2913786768913269,2.985887752729222e-06,7095,6053,6.409066312946379,1107.0255250235168,39930757120,31108308480,33749467136
1118,17888,0.8944,1.2037221776177967,0.28610143065452576,2.9419292018039834e-06,7732,6059,6.905255095101893,1119.7269171829064,39930757120,31108308480,33749467136
1119,17904,0.8952,1.3922083447679696,0.2911929190158844,2.8982868265005458e-06,7049,6102,6.617777794599533,1065.1611792938058,39930757120,31108308480,33749467136
1120,17920,0.896,1.2453115838173292,0.27566632628440857,2.8549609200450358e-06,7365,6254,6.741200279910117,1092.535408263853,39930757120,31108308480,33749467136
1121,17936,0.8968,1.6778202543950465,0.2607118487358093,2.8119517735372745e-06,8858,7389,8.096044270787388,1094.1145704899297,39930757120,31108308480,33749467136
1122,17952,0.8976,1.224633846545894,0.30721643567085266,2.7692596759487877e-06,6046,5232,5.975537390913814,1011.7918447290328,39930757120,31108308480,33749467136
1123,17968,0.8984,1.2583404877246955,0.2882743179798126,2.726884914120936e-06,7192,6045,7.0567920920439065,1019.1599676159557,39930757120,31108308480,33749467136
1124,17984,0.8992,0.9007547816437922,0.35992443561553955,2.6848277727629544e-06,5790,4586,4.982190102338791,1162.1395171737825,39930757120,31108308480,33749467136
1125,18000,0.9,1.4388377666839398,0.26972314715385437,2.6430885344499946e-06,7710,6514,7.213382001966238,1068.846762572451,39930757120,31108308480,33749467136
1126,18016,0.9008,1.147873601175076,0.3217219412326813,2.6016674796213168e-06,6638,5486,5.866148852277547,1131.5771500450044,39930757120,31108308480,33749467136
1127,18032,0.9016,1.1830136603591117,0.3321262001991272,2.5605648865783316e-06,6387,5280,5.803200413007289,1100.5995908196076,39930757120,31108308480,33749467136
1128,18048,0.9024,1.3277239304257906,0.2842869162559509,2.519781031482754e-06,7599,6108,7.157322076149285,1061.7099411136662,39930757120,31108308480,33749467136
1129,18064,0.9032,1.2447893954304634,0.3133366107940674,2.47931618835478e-06,6638,5564,5.898717253934592,1125.3294087917654,39930757120,31108308480,33749467136
1130,18080,0.904,1.3273869085747505,0.29203057289123535,2.439170629071175e-06,6783,5911,6.35291935922578,1067.6981111289651,39930757120,31108308480,33749467136
1131,18096,0.9048,1.2495057706498007,0.31915631890296936,2.399344623363503e-06,6513,5539,6.020843965001404,1081.7420344821178,39930757120,31108308480,33749467136
1132,18112,0.9056,1.3349681549993302,0.27276611328125,2.3598384388163197e-06,7925,6399,7.879600876942277,1005.7616018586135,39930757120,31108308480,33749467136
1133,18128,0.9064,1.2502011917125992,0.2857840657234192,2.3206523408653204e-06,7521,6339,6.960649242158979,1080.5026569141153,39930757120,31108308480,33749467136
1134,18144,0.9072,1.4759351229403488,0.25032028555870056,2.2817865927956095e-06,8171,7220,7.537944315932691,1083.982536555655,39930757120,31108308480,33749467136
1135,18160,0.908,1.2583955995217646,0.2852444648742676,2.2432414557399194e-06,8038,6580,7.917714459821582,1015.1919522721875,39930757120,31108308480,33749467136
1136,18176,0.9088,1.2895840419999889,0.2775458097457886,2.2050171886768112e-06,7191,6100,7.343386793043464,979.2484316381341,39930757120,31108308480,33749467136
1137,18192,0.9096,1.3973585906744723,0.2992865741252899,2.1671140484290142e-06,7248,6287,6.46409564698115,1121.2705374161578,39930757120,31108308480,33749467136
1138,18208,0.9104,1.4747470755301262,0.2839195728302002,2.129532289661651e-06,7384,6310,6.702141374815255,1101.7374279431012,39930757120,31108308480,33749467136
1139,18224,0.9112,1.421646768930007,0.28750672936439514,2.0922721648805044e-06,7096,6125,6.53635633783415,1085.620127367672,39930757120,31108308480,33749467136
1140,18240,0.912,1.2694265741421114,0.3012355864048004,2.0553339244303748e-06,7052,6166,6.426979516167194,1097.249490567156,39930757120,31108308480,33749467136
1141,18256,0.9128,1.3131828705077695,0.28863775730133057,2.018717816493393e-06,6930,6081,6.663547943811864,1039.9865144566984,39930757120,31108308480,33749467136
1142,18272,0.9136,1.3061991596977187,0.2988007664680481,1.9824240870872703e-06,7320,5840,6.8039677469059825,1075.842842336911,39930757120,31108308480,33749467136
1143,18288,0.9144,1.3317917801739172,0.2950734794139862,1.946452980063773e-06,6889,6022,6.235770256258547,1104.7552614828676,39930757120,31108308480,33749467136
1144,18304,0.9152,1.1664953925710142,0.3202930986881256,1.9108047371069914e-06,6571,5738,6.79646101500839,966.8267037049852,39930757120,31108308480,33749467136
1145,18320,0.916,1.3781100801913497,0.25709983706474304,1.875479597731733e-06,8343,7236,7.945588135160506,1050.016670645296,39930757120,31108308480,33749467136
1146,18336,0.9168,1.3667408015408216,0.30975401401519775,1.8404777992819534e-06,6688,5890,5.987664375919849,1116.9630727628355,39930757120,31108308480,33749467136
1147,18352,0.9176,1.1719940817995032,0.30275800824165344,1.805799576929107e-06,6604,5672,6.180835751350969,1068.4639206852469,39930757120,31108308480,33749467136
1148,18368,0.9184,1.2116033017573706,0.29653242230415344,1.7714451636705932e-06,7100,5802,6.504498653113842,1091.5522284874453,39930757120,31108308480,33749467136
1149,18384,0.9192,1.5532168828826367,0.27001261711120605,1.7374147903282178e-06,7565,6613,7.310273425653577,1034.8450132456776,39930757120,31108308480,33749467136
